aaab 昌明
hjgah 科場
hjgcb 行奸賣俏
hjgcc 千赫
hjgej 鼾聲
hjgni 拜壽
hjha 科白
hjhaf 千鳥
hjhal 拜節
hjhbd 科學
hjhbm 歸十歸一
hjhcq 科舉
hjhdf 千秋
hjhdl 科學界
hjhdm 科學性
hjhdo 科學家
hjhdp 科學化
hjhdu 科學院
hjhdv 科委
hjhec 先聲後實
hjhgb 卑辭重幣
hjhgs 聳動
hjhlc 千斤頂
hjhmd 篳篥
hjhok 卑微
hjhqj 拜拜
hjhrb 拜師
hjhsb 聳肩
hjhvf 科系
hjifi 拜禱
hjift 拜禮
hjigv 稷蜂社鼠
hjijb 拜廟
hjile 阜康
hjiof 向平之原
hjiom 和平為處世之本
hjiop 白華之怨
hjivi 科威特
hjjbj 卑南
hjjbk 卑南族
hjjcf 香車寶馬
hjjct 乘車戴笠
hjjdk 千字文
hjjks 科考
hjjoi 千家詩
hjjqp 釋憲
hjjr 千古
hjjrr 稗官
hjjrr 拜官
hjjwj 篷車
hjkef 毀車殺馬
hjkio 先聲奪人
hjkmh 笑掉大牙
hjkrb 千載奇遇
hjkrc 拜賀
hjlbc 向聲背實
hjlbr 拜帖
hjlib 鼠肝蟲臂
hjlpu 魁北克
hjma 千載一日
hjmab 千百萬
hjmab 鬼計百端
hjmai 千載一時
hjmaj 千峰百嶂
hjmbf 風車雨馬
hjmcn 向平願了
hjmdb 卑辭厚幣
hjmdt 卑辭厚禮
hjmfc 拜碼頭
hjmfi 動彈不得
hjmgg 科班
hjmif 風車雲馬
hjmjj 師鞏厙聶
hjmkc 物華天寶
hjmkd 拜天地
hjmks 和平攻勢
hjmmh 風華正茂
hjmmu 千聞不如一見
hjmni 千瓦時
hjmnj 千載一彈
hjmnu 從早到晚
hjmoa 千載一會
hjmou 卑卑不足道
hjmsg 千載一聖
hjmtn 科刑
hjmvn 千瓦
hjmwf 拜票
hjmwr 科西嘉
hjmy 卑下
hjmyb 千載一遇
hjmyj 千載一逢
hjmyu 垂耳下首
hjnd 稗子
hjnd 竿子
hjnir 科名
hjnlf 科際
hjnlv 卑陋
hjnnb 鬼計多端
hjnxg 衝鋒陷堅
hjnxj 衝鋒陷陣
hjnxu 衝鋒陷銳
hjobd 釋俘
hjodq 魁偉
hjofk 風聲鶴唳
hjohg 科任
hjoic 拜領
hjolk 拜候
hjoln 拜佛
hjoma 拜會
hjomn 釋例
hjonb 千佛洞
hjonc 銜華佩實
hjoq 拜年
hjoq 千年
hjosi 千仞
hjpko 釋疑
hjpp 皋比
hjpyv 釋懷
hjqau 拜把
hjqip 爬耳搔腮
hjqje 科技
hjrbc 科員
hjrkm 各闢蹊徑
hjrkp 鳥聲獸心
hjrmu 拜跪
hjrpe 物阜民康
hjrpv 物阜民安
hjrsn 科別
hjrsn 拜別
hjrwl 卑鄙
hjsgp 聳聽
hjsja 卑職
hjsjo 鳥革翬飛
hjsmv 科長
hjswu 和平醫院
hjtbb 千千萬萬
hjtbf 千軍萬馬
hjtbg 千峰萬壑
hjtbr 千辛萬苦
hjtbr 千章萬句
hjtcd 和平共存
hjtct 躬逢其盛
hjtel 瓜連蔓引
hjtgb 千載難遇
hjtgi 釋義
hjtgj 千載難逢
hjthu 魁首
hjtko 香草美人
hjttt 風華蓋世
hjtui 街譚巷議
hjtwb 千萬
hjtwn 釋夢
hjugi 聳峙
hjuu 釋出
hjvis 科幻
hjvup 風華絕代
hjwg 千里
hjwgf 千里馬
hjwgr 千里駒
hjwgv 千里眼
hjwkp 穆罕默德
hjwl 科甲
hjwly 科罪
hjybf 德干高原
hjybg 拜望
hjyhe 行針步線
hjyj 戽斗
hjyk 釋文
hjykr 釋迦
hjype 留連忘返
hjyrc 拜讀
hjyrg 拜占庭
hjyri 拜謝
hjyrm 科試
hjyrp 拜託
hjyrs 拜訪
hjyrv 拜謁
hjysk 釋放
hjyt 聳立
hjytu 釋道
hjyur 垂餌虎口
hkaad 昏天暗地
hkaan 微晶片
hkab 啟明
hkagi 微時
hkaha 移天易日
hkamg 微量
hkamn 物換星移
hkant 啟開
hkarc 先決問題
hkbbb 徹骨
hkbbj 微辭
hkbci 微賤
hkbdd 笑瞇瞇
hkbdl 犢牧采薪
hkboo 笑臉
hkbq 徵用
hkbq 啟用
hkbse 微服
hkbuh 微眇
hkbui 白天見鬼
hkchd 微分學
hkcib 築巖釣渭
hkcii 臭錢
hkcsh 微分
hkdam 徹查
hkdes 臭皮匠
hkdev 臭皮囊
hkdit 行政機關
hkdiu 制敵機先
hkdj 微末
hkdmb 笑柄
hkedb 興致淋漓
hkede 微波
hkedm 微文深詆
hkeeb 臭水溝
hkeet 微波爐
hkeiu 行政法規
hkeiu 行政法院
hkemb 笑傲江湖
hkeqf 皎潔
hkf 微小
hkfd 微米
hkfdj 笑料
hkfdt 微粒
hkffc 從政黨員
hkfh 微少
hkfmu 微光
hkfqu 微卷
hkftd 微粒子
hkgah 笑場
hkgah 牧場
hkgdn 奧地利
hkgej 笑聲
hkggi 啟封
hkgni 夭壽
hkgpd 牧地
hkguo 笑起來
hkhch 微積分
hkhdb 徵稿
hkhdg 啟程
hkhdh 奧秘
hkhdu 徵稅
hkheu 先笑後號
hkhgs 啟動
hkhhk 微笑
hkhhw 身做身當
hkhjf 毛髮聳然
hkhki 微微的
hkhlw 牧笛
hkhmh 微生物
hkhnb 笑傲風月
hkhni 微風
hkhoa 移天徙日
hkhoi 徵得
hkhok 微微
hkhon 微行
hkhon 啟行
hkhq 牧牛
hkhrb 牧師
hkhrg 皇天后土
hkhtr 微血管
hkhup 微息
hkhuv 血液循環
hkhvw 臭鼬
hkhww 白髮皤皤
hkhyn 啟航
hkhys 秋收冬藏
hkifh 奧祕
hkifs 反敗為勝
hkihm 徹底
hkije 徵求
hkikx 行政救濟
hkilf 鬼哭神驚
hkilm 鬼使神差
hkilo 鬼哭神嚎
hkilp 鬼哭神愁
hkilu 鬼哭神號
hkiod 翻天蹙地
hkioy 失敗為成功之母
hkipg 微塵
hkisa 積微成著
hkjcr 笑容
hkjdi 牧守
hkjfu 留校察看
hkjjo 微軟
hkjln 啟事
hkjmm 重文輕武
hkjss 興致勃勃
hkkid 得天獨厚
hkknb 魄散九霄
hkksi 身微力薄
hkkvb 鳥哭猿啼
hkkvj 鬼哭狼嗥
hkkvo 鬼哭狼嚎
hklbq 顧犬補牢
hklii 臭蟲
hklmo 徵兆
hklnd 微中子
hklyt 行政中立
hkmbf 舌敝脣焦
hkmbq 從天而降
hkmbr 舌敝脣枯
hkmby 從天而下
hkmdo 鬼哭粟飛
hkmed 翻天覆地
hkmfe 啟示錄
hkmfk 毛髮不爽
hkmfo 先天不足
hkmfq 夙夜不解
hkmfy 委決不下
hkmgn 徵到
hkmib 魄散魂消
hkmin 魄散魂飄
hkmio 魄散魂飛
hkmka 積微致著
hkmkb 白澳政策
hkmkp 鬼哭天愁
hkmkw 笑靨
hkmmf 啟示
hkmng 微型
hkmpo 皇天不負苦心人
hkmro 秧歌
hkmro 牧歌
hkmtb 臭豆腐
hkmud 微電子
hkmuo 風激電飛
hkmuo 風激電駭
hkmuw 微電腦
hkmwf 微醺
hkmwu 笑面虎
hknd 筷子
hknd 秧子
hknfc 鳥散魚潰
hknir 臭名
hknl 徵引
hknmm 微弱
hknoe 啟發
hknrp 身敗名隳
hknrv 身敗名裂
hkntt 笑盈盈
hknue 後天免疫
hknuv 行政院長
hko 牧人
hkoac 郵政儲金
hkocc 物美價廉
hkodi 徵集令
hkodo 私校保險
hkodq 先決條件
hkoea 喬文假醋
hkogd 徵集
hkogk 笑傲
hkojl 郵政代辦所
hkoli 行政命令
hkolk 徵候
hkomc 徵兵
hkond 臭氣
hkond 戾氣
hkonq 臭氧
hkont 毛髮倒豎
hkont 反攻倒算
hkoqa 臭氧層
hkora 啟智
hkore 徵信錄
hkorg 徵信社
hkorl 徵信所
hkoru 郵政信箱
hkosd 翻天作地
hkosg 興妖作怪
hkosq 筆誤作牛
hkosu 興妖作亂
hkoyr 徵信
hkplf 毛髮悚然
hkpmr 徹悟
hkqbe 奧援
hkqbh 白髮青衫
hkqhl 夭折
hkqyg 簇擁
hkr 啟口
hkrd 竹架
hkrdd 笑咪咪
hkrjd 臭味
hkrkm 粵犬吠雪
hkrkn 鳥伏獸窮
hkrne 靠天吃飯
hkrom 懲羹吹韲
hkrom 懲羹吹齏
hkrrr 笑嘻嘻
hkrrr 笑哈哈
hkrrr 笑呵呵
hkrsu 徽號
hkrvp 牧民
hkshr 徵召
hksjp 啟聰
hksjs 徵聘
hksqf 牧馬
hksrm 行政區域
hksrq 牧群
hksvm 興文匽武
hksvr 行政長官
hksyq 夙夜匪懈
hksyq 夙夜匪解
hktaj 牧草
hktas 徵募
hktbg 千巖萬壑
hktbh 千變萬軫
hktbk 奧萬大
hktbk 千變萬狀
hktbo 啟蒙
hktbp 千變萬化
hktbp 千狀萬態
hktcd 牧業
hktcg 鬼瞰其室
hktcm 秉文兼武
hktei 微薄
hktgi 奧義
hktgk 臭美
hktjd 牧草地
hktka 殷天蔽日
hktlg 奧斯陸
hktln 奧斯汀
hktly 奧斯卡
hktq 牧羊
hktqk 牧羊犬
hktqm 微差
hktqo 牧羊人
hktrr 白髮蒼蒼
hktuc 行政首領
hktw 秧苗
hktwd 黴菌
hkuu 笑出
hkuuo 笑出來
hkvfa 微縮
hkvfb 笑納
hkvfd 毛髮絲粟
hkvfh 微妙
hkvfh 奧妙
hkvfw 微細
hkvha 徵婚
hkviu 興微繼絕
hkvju 微婉
hkvko 自娛娛人
hkvlk 徵收
hkvmk 徵狀
hkvmm 秉文經武
hkvnv 箭拔弩張
hkvps 郵政總局
hkvur 簡傲絕俗
hkw 秧田
hkwfd 昏天黑地
hkwfd 烏天黑地
hkwfr 微點
hkwfr 欣奏累遣
hkwgg 徽墨
hkwlf 臭罵
hkwlf 笑罵
hkwmj 重巖疊嶂
hkybb 鬼瞰高明
hkybj 奧運
hkydd 笑迷迷
hkydl 簇新
hkygi 種族主義
hkyhc 笑顏
hkyhn 節變歲移
hkyja 奧運會
hkyji 奧運村
hkyk 徵文
hkyka 血淚交織
hkylw 啟迪
hkymb 皇天上帝
hkymo 徵逐
hkymr 微言
hkymu 啟齒
hkynh 行政處分
hkyok 徹夜
hkyra 徵詢
hkyrb 徵調
hkyrf 笑談
hkyrr 微詞
hkyrr 笑語
hkyrr 笑話
hkytg 牧童
hkytj 徽章
hkytp 笑意
hkyus 千巖競秀
hkyv 夭亡
hkyvw 牧畜
hkyyi 行政訴訟
hla 節日
hlage 秤薪量水
hlagi 卯時
hlbbv 節骨眼
hlbcb 郵購
hlbch 御賜
hlbcm 秉賦
hlbg 竹蜻蜓
hlbje 節肢
hlbjm 鼻腔
hlbkv 節節敗退
hlbq 節用
hlbq 御用
hlbu 節目
hlbuj 節目單
hlbul 節目部
hlbuv 節目表
hlc 卹金
hlci 秉公
hlcpm 秉鈞
hlcst 印鑑
hlcve 節錄
hldau 節概
hldbu 卿相
hlddj 御林軍
hlded 鼻樑
hldm 印本
hldqb 節節攀高
hldtk 印模
hle 鼻水
hlebb 自命清高
hlecd 鼻梁
hlech 鼻涕
hlend 印染
hlesp 印泥
hleyu 節流
hlfbg 印堂
hlff 鼻炎
hlfgm 鼻煙壺
hlfhu 節省
hlfk 鼻尖
hlfuy 節省下
hlga 竹書
hlgdv 印地安
hlgje 郵報
hlgtj 所幸
hlha 卵白
hlhaa 郵簡
hlhbn 節制
hlhbr 郵筒
hlhbt 鼻血
hlhdu 節稅
hlhdu 郵箱
hlhej 先斷後聞
hlhek 先斬後奏
hlhhv 印第安
hlhii 卿卿我我
hlhiu 所得稅
hlhli 風中秉燭
hlhlq 御筆
hlhlq 秉筆
hlhnh 邸第
hlhni 御風
hlhnv 印製
hlhoi 所得
hlhon 印行
hlhon 節節失利
hlhqm 所生
hlhqm 卵生
hlhsl 御所
hlhup 鼻息
hlhyr 郵船
hliek 節度使
hliek 印度教
hlieo 印度人
hlieq 印度洋
hlifm 鼻祖
hlift 節禮
hlihs 印成
hlilm 鬼斧神工
hliof 籠中之鳥
hlioi 風中之燭
hlipx 篤新怠舊
hlite 印度
hlivb 箕引裘隨
hlixe 節慶
hljbm 秉直
hljcf 鼻竇炎
hljjb 郵輪
hljjo 從中斡旋
hljka 御者
hljkg 斤斤較量
hljkr 郵寄
hljtg 鼻塞
hljui 管中窺豹
hlkav 印痕
hlkb 所有
hlkba 所有者
hlkbg 所有權
hlkbh 笑中有刀
hlkbo 所有人
hlkgd 所在地
hlkgy 風斯在下
hlklg 所在
hlkng 鳳引九雛
hlkrf 御駕
hllga 御書
hllk 御史
hlll 竹片
hllll 郵片
hllnc 郵費
hllw 所由
hlmaf 積薪厝火
hlmbb 所需
hlmbd 風櫛雨沐
hlmbf 稱薪而爨
hlmbu 郵電
hlmby 自鄶而下
hlmfn 自命不凡
hlmfn 鬼神不測
hlmgk 所致
hlmhh 自慚形穢
hlmkl 郵政節
hlmks 郵政局
hlmlb 斤兩
hlmmk 郵政
hlmnf 節烈
hlmoc 郵資
hlmp 竹北
hlmr 卵石
hlmr 印石
hlmtc 鼻頭
hlmth 卵形
hlmuc 郵電費
hlmwe 鼻酸
hlmwf 郵票
hlnao 印象
hlnbf 管仲隨馬
hlnd 鼻子
hlnd 卵子
hlndu 鼻孔
hlnhb 鄱陽湖
hlnhe 所及
hlnhs 郵務
hlnno 秉承
hlnoe 印發
hlnov 印象派
hlodo 生命保險
hloea 節假日
hlofi 自鄶無譏
hlofp 卑鄙無恥
hlohq 郵件
hloid 節餘
hloii 節令
hloiv 節食
hlokf 積薪候燎
hlokr 所知
hlokr 秋仲伊宮
hlond 節氣
hlooo 節儉
hlopv 郵袋
hlosk 從中作梗
hloyr 印信
hlphm 秉性
hlphn 翻印必究
hlpru 郵包
hlqgi 秉持
hlqha 節拍
hlqig 秉節持重
hlqkk 節奏
hlqrb 稱斤掂兩
hlqrd 節操
hlqvi 印表機
hlqvm 螽斯振羽
hlrwu 鼻咽癌
hlryo 卯足
hlsbn 印刷
hlseg 郵匯
hlsei 所屬
hlsen 從中取利
hlsew 御醫
hlsgi 郵戳
hlsgs 郵匯局
hlsmc 卵翼
hlsmr 所司
hlsmv 所長
hlsni 印刷機
hlsnk 印刷廠
hlsnm 印刷工
hlsnn 印刷術
hlsnr 印刷品
hlsp 印尼
hlssr 郵局
hlsvl 節中長節
hlswu 御覽
hltbn 御前
hltgi 節義
hltkn 鬼神莫測
hltmc 卵黃
hltne 劉郎前度
hltop 印花
hltpb 印花布
hltpu 印花稅
hltpw 御花園
hltqm 郵差
hltwk 徙薪曲突
hluu 印出
hluuh 科甲出身
hluuo 印出來
hluyx 積甲山齊
hlvav 牛郎織女
hlvfi 節約
hlvib 稱斤約兩
hlvio 所以
hlvnd 所好
hlvof 所以然
hlvoy 自鄶以下
hlvru 積甲如山
hlvsb 節婦
hlvuc 舉鼎絕臏
hlvut 舉鼎絕脰
hlvvd 卵巢
hlvwu 卵細胞
hlwgn 所羅門
hlwhr 節略
hlwp 所思
hlygo 卑鄙齷齪
hlyhu 郵遞
hlyib 節育
hlyjk 斤斤計較
hlyjs 等速運動
hlykw 舟中敵國
hlym 卯上
hlyrb 所謂
hlyrl 鼻部
hlyrt 印證
hlyru 印記
hlyrv 節哀
hlyta 鼻音
hlytj 印章
hm 竹工
hma 生日
hmami 彼一時，此一時
hmanr 垂問
hmant 翻開
hmanu 翻閱
hmaoi 衛星日蝕
hmatf 垂直關係
hmbbe 垂愛
hmbbe 生受
hmbch 生財
hmbcj 笨賊
hmbea 征服者
hmbff 翻騰
hmbfm 鳳翥鵬翔
hmbhj 德本財末
hmbkf 翩然
hmbkg 頹垣敗壁
hmbkt 頹垣敗井
hmbne 物極則反
hmboo 翻臉
hmbq 租用
hmbse 征服
hmbuv 看生見長
hmc 租金
hmcag 舉直錯枉
hmcid 翩翩公子
hmcig 白雪公主
hmcir 航空公司
hmcjg 生鐵
hmck 生父
hmcky 重生父母
hmclx 生鏽
hmcob 垂涎欲滴
hmcpi 垂釣
hmdah 垂楊
hmdav 生根
hmdhe 生皮
hmdhl 垂柳
hmdm 翻本
hmdoo 生來
hmdvi 生機
hme 生水
hmech 垂涕
hmehr 生活
hmelw 生油
hmemg 生涯
hmenm 垂涎
hmeny 積羽沉舟
hmerc 生活費
hmerw 生活圈
hmesm 生澀
hmetb 徹底澄清
hmetg 舉止溫雅
hmeui 積羽沈舟
hmevn 利上滾利
hmeyt 垂泣
hmeyv 翻滾
hmf 生火
hmfb 生肖
hmfnd 後生小子
hmftd 生煤
hmfww 秉鈞當軸
hmgiu 積雪封霜
hmgoe 生趣
hmgou 翻起
hmgov 翻越
hmgpd 生地
hmgrm 筆底超生
hmguy 生上起下
hmhav 翻白眼
hmhbm 翩翩
hmhdn 生利
hmhdu 租稅
hmhdw 生番
hmhem 舉一反三
hmher 告一段落
hmhgs 翻動
hmhgs 扇動
hmhgs 生動
hmhhd 生物學
hmhhl 生物界
hmhic 垂簾
hmhjg 笨重
hmhji 築壇拜將
hmhky 徹上徹下
hmhlq 航空郵件
hmhme 節上生枝
hmhoa 舉止失措
hmhok 箜篌
hmhon 徑行
hmhoo 生徒
hmhpl 翻印
hmhqh 生物
hmhre 各式各樣
hmhrg 生產管理
hmhs 租戶
hmhsj 翻筋斗
hmhss 程式動作
hmhtc 笙簧
hmhuc 生產毛額
hmhuf 自生自滅
hmhup 生息
hmhvo 笨瓜
hmhxh 翻身
hmhyr 翻船
hmiea 舉一廢百
hmief 積本求原
hmiem 頹垣廢址
hmiet 頹垣廢井
hmift 牲禮
hmihi 征戍
hmihs 生成
hmihs 垂成
hmije 征求
hmikf 生為
hmimi 生冷
hming 徑庭
hmipf 生態系
hmipg 征塵
hmipp 生態
hmita 懲一戒百
hmitb 筵席
hmjbm 垂直
hmjdt 毛羽未豐
hmjhr 生客
hmjji 翻轉
hmjkp 垂老
hmjln 生事
hmjme 垂直線
hmjnd 生字
hmjtc 徑賽
hmjvd 翻案
hmjvi 積雪囊螢
hmjwj 翻車
hmkhd 復旦大學
hmkld 生存
hmkmb 生病
hmkrd 顧左右而言他
hmksj 生力軍
hmkys 舉止大方
hmlga 翻書
hmlio 生蠔
hmlle 翻版
hmlnc 租費
hmlpb 簪星曳月
hmmag 舉直厝枉
hmmai 身經百戰
hmmaw 千錘百鍊
hmmaw 千錘百煉
hmmbb 鼻塌脣青
hmmbc 生產工具
hmmbo 生靈
hmmbo 乘虛而入
hmmby 從一而終
hmmet 冬扇夏爐
hmmfj 生平
hmmfp 生生不息
hmmfp 自彊不息
hmmgd 生理學
hmmgg 生理
hmmgm 的一確二
hmmgt 翻弄
hmmhg 航空工程
hmmid 風輕雲淨
hmmif 風輕雲淡
hmmki 第二次世界大戰
hmmki 第一次世界大戰
hmmme 生殖腺
hmmmo 垂涎三尺
hmmmr 生殖器
hmmmv 生辰
hmmnm 生殖
hmmnp 垂死
hmmnp 生恐
hmmnp 生死
hmmob 笑筵歌席
hmmpp 生生死死
hmmrf 生石灰
hmmrh 翻砂
hmmrk 生硬
hmmro 笙歌
hmmrr 向上一路
hmmrv 後生可畏
hmmsk 千鈞一髮
hmmso 箱底功夫
hmmth 扇形
hmmuu 衛星電視
hmmvf 生產要素
hmmwe 翻覆
hmmwl 鬼工雷斧
hmmwu 生面孔
hmmy 租下
hmmy 垂下
hmmy 生下
hmnau 生色
hmnbi 牴觸
hmnd 扇子
hmnd 生子
hmner 從輕發落
hmnfn 生魚片
hmnha 白雪陽春
hmnmu 垂危
hmnmu 生疏
hmnoi 笨蛋
hmnoo 翻飛
hmnpe 愁紅怨綠
hmo 翻入
hmo 生人
hmoad 租借地
hmoco 與生俱來
hmoeb 鬼蜮伎倆
hmofb 血本無歸
hmofe 鳧脛鶴膝
hmofi 秉正無私
hmogc 租賃
hmohb 第三人稱
hmohd 積極份子
hmoi 征伐
hmoip 垂念
hmoiv 生食
hmoka 懲一儆百
hmole 生命線
hmolh 翻修
hmols 生命力
hmolu 歸正邱首
hmoml 生命
hmomn 翻倒
hmond 生氣
hmony 翻江倒海
hmoos 翻作
hmop 生化
hmoq 生年
hmorc 稽查人員
hmori 反經合義
hmoru 反經合道
hmota 租借
hmotc 翻供
hmotq 扇舞
hmpfq 垂憐
hmpha 生怕
hmphe 物極必反
hmphe 物極必返
hmphe 愁紅慘綠
hmphm 生性
hmpko 生疑
hmptl 第三世界
hmptt 生生世世
hmq 垂手
hmq 生手
hmqag 舉直措枉
hmqan 筆底春風
hmqeb 鬼蜮技倆
hmqeu 反正撥亂
hmqgy 垂掛
hmqhk 租契
hmqiw 秉鈞持軸
hmqkj 移星換斗
hmqmb 垂青
hmqo 征夫
hmqoa 千錘打鑼，一錘定音
hmqob 生擒
hmqoj 千棰打鑼，一棰定聲
hmquq 第一把手
hmquu 笨拙
hmquy 翻江攪海
hmqyj 翻掉
hmr 牲口
hmraa 翻唱
hmrbc 生員
hmrbm 鼻塌嘴歪
hmrji 征戰
hmrjw 生啤酒
hmrmr 徑路
hmrmr 生路
hmron 生吃
hmrrr 生殖器官
hmrvc 翻跟頭
hmrvj 翻跟斗
hmrvp 生民
hmrxf 乘虛蹈隙
hmsad 第二職業
hmsei 釋生取義
hmshr 垂髫
hmsjb 犁生騂角
hmsmg 租屋
hmsmv 生長
hmssu 乘輕驅肥
hmsvr 生長點
hmtaa 垂暮
hmtbd 生菜
hmtbf 千紅萬紫
hmtbn 生前
hmtbn 千差萬別
hmtbp 千生萬死
hmtbs 千生萬劫
hmtcb 租期
hmtcu 身歷其境
hmtgu 氐羌
hmtmm 生薑
hmtov 生養
hmtqm 翱翔
hmtra 懲一警百
hmtul 歸正首邱
hmtum 歸正首丘
hmuu 翻出
hmuu 租出
hmuu 生出
hmuuo 翻出來
hmuur 翻空出奇
hmvav 牛星織女
hmvek 等差級數
hmvfe 垂線
hmvff 生絲
hmvfi 租約
hmvfk 生變
hmvfm 鳳翥鸞翔
hmvfw 鳳翥鸞回
hmvgh 我武維揚
hmvie 物極將返
hmvlg 頹垣斷塹
hmvlk 征收
hmvrf 身輕如燕
hmvru 筆翰如流
hmw 第五.言.福
hmwca 白虹貫日
hmwmc 重垣疊鎖
hmwmf 第三國際
hmwmw 重三疊四
hmwol 租界
hmwyi 生母
hmwyt 航空母艦
hmyaj 箕翕斗奭斗
hmybb 翻過
hmybm 徑一週三
hmybn 生產過剩
hmybo 翻過來
hmyce 重整旗鼓
hmydl 翻新
hmyej 程式設計
hmygg 德隆望重
hmygi 德隆望尊
hmyhv 征衣
hmyib 生育
hmyir 微旦孰營
hmyjr 翻譯官
hmykk 生效
hmykm 生產
hmykr 風雪交加
hmyma 生產者
hmyme 生產線
hmymg 生產量
hmymj 生產率
hmymm 生產性
hmyms 生產力
hmyod 征途
hmypm 生意經
hmypm 鳳翥龍翔
hmypo 生意人
hmypp 筆底龍蛇
hmypv 鳳翥龍驤
hmypw 鳳翥龍蟠
hmyra 垂詢
hmyri 籤詩
hmyri 征討
hmyrj 翻譯
hmyrj 生計
hmyrk 身輕言微
hmyrr 生詞
hmytb 生端
hmytp 生意
hmyuu 螽羽詵詵
hmyvd 反正還淳
hmyvw 牲畜
hmywv 生還
hnafe 風景線
hnafm 風景畫
hnafs 風景區
hnagc 篳門閨竇
hnagi 移時
hnagn 篳門閨窬
hnahb 移風易尚
hnahm 衛星
hnahm 行星
hnahr 移風易俗
hnamg 衡量
hnamo 凡是
hnams 衛星城
hnan 衙門
hnana 行間
hnana 凡間
hnanj 風聞
hnant 移開
hnanu 衛冕
hnarf 行照
hnate 風暴
hnayf 街景
hnayf 風景
hnb 風月
hnbbb 風骨
hnbcb 行賄
hnbce 行販
hnbd 風采
hnbfs 制勝
hnbhu 風貌
hnbjd 行軍床
hnbjj 行軍
hnbmi 衝冠
hnbmi 鳳冠
hnbmy 風前月下
hnboo 刮臉
hnbq 利用
hnbqu 禹行舜趨
hnbse 制服
hnbuv 鳳眼
hncbb 行銷網
hncfb 行銷
hnchj 衝鋒
hncii 制錢
hncii 利錢
hncjr 衝鋒槍
hncoi 風鈴
hncop 利慾
hncri 劉銘傳
hncyk 箭鏃
hnd 竹子
hndaj 箭桿
hndam 船到橋頭自會直
hndb 竹子湖
hndbn 衝刺
hndbn 行刺
hndcb 瓜剖棋布
hnddu 行李箱
hndfm 船到橋頭自然直
hndfm 船到橋門自然直
hndhr 風格
hndjm 移植
hndnd 行李
hndoi 鳳凰來儀
hndok 銜枚
hndoo 移來
hndtg 航權
hndtg 利權
hne 風水
hneaf 風濕
hneag 利潤
hnebq 船到江心補漏遲
hnecb 學術演講
hnecr 衛浴
hnedc 重門深鎖
hnede 風波
hnefb 風濕病
hneff 反風滅火
hnefh 風沙
hnefr 風涼話
hnegb 風溼病
hnehk 衝激
hneiv 衝浪
hneiv 風浪
hnejb 風潮
hnelg 循序漸進
hnemf 利源
hneoy 航海
hner 風門水口
hnerr 射利沽名
hneuc 風流債
hneve 衝浪板
hnewi 行酒令
hneya 航海曆
hneyf 風涼
hneyg 制海權
hneym 風行水上
hneyo 航海家
hneyu 風流
hnfbr 風尚
hnfbw 行當
hnffr 行營
hnfhr 劉少奇
hnfhu 行省
hnfkb 制幣
hnfkt 利弊
hnfmu 風光
hnfnt 街燈
hnfuu 風風光光
hnfwi 風燭
hnfyt 風爐
hng 衛士
hng 術士
hng 風土
hngdd 凡士林
hngde 刮地皮
hngdt 學術地位
hngej 風聲
hngfo 行款
hnggc 篳門圭竇
hnggn 篳門圭窬
hnghr 刮垢
hngi 移去
hngis 風勢
hngis 行劫
hngoe 風趣
hngou 風起
hngou 刮起
hngyo 行走
hngys 街坊
hnh 箭竹
hnhbd 風箏
hnhbr 移向
hnhbr 航向
hnhbr 風向
hnhcv 乘風興浪
hnhdg 航程
hnhdg 行程
hnhdj 術科
hnhdo 躬稼
hnhdu 風箱
hnhej 先行後聞
hnhgs 移動
hnhgs 衝動
hnhgs 風動
hnhgs 制動
hnhgs 行動
hnhhb 利物浦
hnhif 我行我素
hnhju 風範
hnhlu 特別節目
hnhlu 各抒所見
hnhma 衛生署
hnhmc 衛生員
hnhmj 衛生科
hnhml 衛生部
hnhml 衛生所
hnhmn 衛生處
hnhmp 衛生紙
hnhms 衛生局
hnhmv 衛生衣
hnhnd 鳳梨
hnhnd 鳳凰木
hnhng 鳳凰
hnhni 刮風
hnhni 鳳凰樹
hnhnl 刮刮叫
hnhnr 看風行船
hnhoe 衙役
hnhoi 利得
hnhom 行徑
hnhon 躬行
hnhon 航行
hnhon 風行
hnhon 制衡
hnhpu 穩打穩扎
hnhqh 風物
hnhqm 衛生
hnhqm 衍生
hnhrd 各行各業
hnhrg 管吃管住
hnhsh 爬行動物
hnhsm 風扇
hnhsm 移動性
hnhss 行房
hnhuc 反躬自責
hnhud 自衒自媒
hnhup 利息
hnhur 反躬自問
hnhuu 反躬自省
hnhxh 躬身
hnhyr 航船
hnhyr 行船
hnibp 風能
hnibs 乘利席勝
hnicy 風靡
hniem 程門度雪
hnien 鳳求凰
hniep 制度化
hnifb 移禍
hnife 利祿
hnifk 先乾為敬
hnifl 風神
hnift 行禮
hnijj 行庫
hnikf 行為
hniln 鬼刻神劖
hnioc 瓜衍之賞
hnion 所到之處
hniop 等夷之心
hniop 等夷之志
hnipg 風塵
hnipm 制式
hnite 風度
hnite 制度
hnjal 行都
hnjbv 行囊
hnjcb 行竊
hnjck 衝突
hnjcm 航空
hnjcm 利空
hnjeq 衝擊
hnjip 看風轉舵
hnjip 乘風轉舵
hnjiv 制裁
hnjji 移轉
hnjjn 風乾
hnjka 行者
hnjkb 學前教育
hnjln 行事
hnjln 凡事
hnjme 航空線
hnjmg 制空權
hnjmi 航空法
hnjml 航空界
